,0,1,2,3,4,5,6,7,8,9
1920-1929,0.667,0.0,0.0,0.111,0.0,0.222,0.0,0.0,0.0,0.0
1930-1939,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0
1940-1949,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1950-1959,0.4,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0
1960-1969,0.348,0.059,0.059,0.045,0.018,0.344,0.005,0.072,0.023,0.027
1970-1979,0.22,0.049,0.171,0.018,0.073,0.329,0.006,0.043,0.061,0.03
1980-1989,0.204,0.029,0.202,0.041,0.147,0.166,0.016,0.094,0.08,0.02
1990-1999,0.122,0.031,0.254,0.027,0.213,0.067,0.044,0.072,0.146,0.023
2000-2009,0.041,0.004,0.315,0.009,0.305,0.015,0.079,0.031,0.191,0.011
2010-2019,0.017,0.005,0.357,0.009,0.345,0.008,0.052,0.038,0.152,0.019
2020-2029,0.015,0.0,0.403,0.03,0.328,0.03,0.03,0.045,0.119,0.0
Total,0.24,0.016,0.178,0.026,0.166,0.216,0.021,0.045,0.079,0.012
