,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,0.0,0.046,0.0,0.0,0.004,0.0,0.004,0.021,0.0,0.0,0.118,0.492,0.147,0.0,0.0,0.168,0.0,0.0,0.0,0.0
1930-1939,0.0,0.065,0.011,0.011,0.0,0.0,0.011,0.011,0.0,0.0,0.183,0.409,0.14,0.0,0.0,0.161,0.0,0.0,0.0,0.0
1940-1949,0.0,0.019,0.0,0.006,0.0,0.0,0.009,0.006,0.0,0.0,0.121,0.52,0.143,0.0,0.0,0.171,0.0,0.0,0.003,0.0
1950-1959,0.0,0.036,0.0,0.015,0.0,0.0,0.007,0.001,0.0,0.0,0.164,0.414,0.209,0.0,0.0,0.154,0.0,0.0,0.0,0.0
1960-1969,0.0,0.039,0.002,0.009,0.0,0.0,0.005,0.003,0.0,0.0,0.191,0.359,0.191,0.0,0.0,0.201,0.0,0.002,0.0,0.0
1970-1979,0.0,0.046,0.0,0.014,0.003,0.003,0.003,0.0,0.003,0.0,0.193,0.343,0.179,0.0,0.003,0.207,0.0,0.003,0.0,0.0
1980-1989,0.0,0.067,0.0,0.005,0.0,0.0,0.015,0.0,0.0,0.0,0.216,0.32,0.18,0.0,0.0,0.196,0.0,0.0,0.0,0.0
1990-1999,0.0,0.048,0.01,0.029,0.0,0.0,0.019,0.01,0.01,0.0,0.221,0.26,0.192,0.0,0.0,0.202,0.0,0.0,0.0,0.0
2000-2009,0.0,0.0,0.0,0.113,0.0,0.019,0.057,0.0,0.019,0.0,0.321,0.245,0.132,0.0,0.0,0.094,0.0,0.0,0.0,0.0
2010-2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.333,0.25,0.0,0.0,0.083,0.0,0.0,0.0,0.0
2020-2029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.0,0.0,0.0
Total,0.0,0.033,0.002,0.018,0.001,0.002,0.012,0.005,0.033,0.0,0.187,0.336,0.191,0.0,0.0,0.179,0.0,0.0,0.0,0.0
