,0,1,2,3,4,5,6,7,8,9
1920-1929,0.003,0.397,0.147,0.22,0.004,0.001,0.03,0.002,0.003,0.193
1930-1939,0.005,0.296,0.327,0.193,0.002,0.002,0.025,0.001,0.006,0.144
1940-1949,0.014,0.299,0.347,0.143,0.011,0.009,0.028,0.009,0.026,0.115
1950-1959,0.014,0.27,0.281,0.194,0.015,0.008,0.05,0.01,0.033,0.126
1960-1969,0.062,0.204,0.157,0.155,0.068,0.05,0.089,0.064,0.05,0.102
1970-1979,0.109,0.104,0.083,0.049,0.144,0.106,0.13,0.112,0.099,0.065
1980-1989,0.118,0.066,0.077,0.043,0.157,0.117,0.124,0.139,0.111,0.047
1990-1999,0.136,0.036,0.024,0.025,0.174,0.135,0.136,0.166,0.131,0.037
2000-2009,0.13,0.031,0.012,0.02,0.223,0.153,0.126,0.163,0.118,0.025
2010-2019,0.15,0.015,0.012,0.008,0.189,0.15,0.15,0.2,0.108,0.017
2020-2029,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.0,0.0
Total,0.067,0.156,0.133,0.095,0.108,0.085,0.117,0.097,0.062,0.079
