,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1920-1929,,,,,,,,,,,,,,,,,,,,
1930-1939,,,,,,,,,,,,,,,,,,,,
1940-1949,,,,,,,,,,,,,,,,,,,,
1950-1959,0.0,0.0,0.333,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1960-1969,0.0,0.181,0.127,0.09,0.102,0.006,0.072,0.006,0.054,0.06,0.024,0.205,0.006,0.0,0.006,0.006,0.012,0.012,0.0,0.03
1970-1979,0.006,0.127,0.121,0.121,0.089,0.006,0.096,0.0,0.102,0.086,0.051,0.076,0.006,0.0,0.022,0.0,0.07,0.013,0.006,0.0
1980-1989,0.022,0.137,0.115,0.159,0.09,0.012,0.093,0.009,0.053,0.05,0.075,0.053,0.0,0.025,0.022,0.0,0.028,0.028,0.025,0.003
1990-1999,0.129,0.161,0.041,0.078,0.032,0.046,0.041,0.037,0.065,0.088,0.041,0.028,0.014,0.037,0.055,0.009,0.032,0.041,0.014,0.009
2000-2009,0.348,0.044,0.025,0.005,0.015,0.147,0.0,0.113,0.005,0.005,0.005,0.0,0.069,0.044,0.044,0.034,0.039,0.02,0.034,0.005
2010-2019,0.315,0.037,0.0,0.0,0.0,0.139,0.0,0.148,0.0,0.0,0.019,0.0,0.167,0.046,0.019,0.074,0.0,0.019,0.019,0.0
2020-2029,0.167,0.0,0.0,0.0,0.0,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.333,0.167,0.0,0.0,0.0,0.0,0.0,0.0
Total,0.123,0.086,0.095,0.057,0.041,0.128,0.038,0.081,0.035,0.036,0.027,0.045,0.074,0.04,0.021,0.015,0.023,0.017,0.012,0.006
