,0,1,2,3,4,5,6,7,8,9
1920-1929,0.062,0.286,0.092,0.144,0.043,0.045,0.052,0.057,0.073,0.147
1930-1939,0.069,0.196,0.188,0.15,0.042,0.044,0.073,0.057,0.047,0.134
1940-1949,0.066,0.203,0.18,0.126,0.053,0.06,0.063,0.064,0.075,0.111
1950-1959,0.071,0.177,0.15,0.141,0.052,0.062,0.072,0.062,0.092,0.12
1960-1969,0.087,0.13,0.115,0.117,0.083,0.078,0.107,0.08,0.093,0.111
1970-1979,0.097,0.095,0.091,0.101,0.119,0.098,0.119,0.096,0.091,0.093
1980-1989,0.107,0.066,0.067,0.087,0.124,0.114,0.124,0.119,0.114,0.077
1990-1999,0.098,0.048,0.062,0.075,0.131,0.13,0.135,0.115,0.129,0.078
2000-2009,0.116,0.044,0.058,0.063,0.138,0.123,0.124,0.144,0.126,0.062
2010-2019,0.136,0.044,0.055,0.056,0.139,0.126,0.101,0.161,0.128,0.054
2020-2029,0.137,0.053,0.063,0.042,0.053,0.063,0.063,0.368,0.042,0.116
Total,0.095,0.122,0.102,0.1,0.089,0.086,0.094,0.12,0.092,0.1
